Ship_mode,Country,State,City,Division,Region,Product_Name,Sales,Units,Gross_profit,Cost,gross_margin,profit_per_unit,margin_category,profit_category
Second Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33,2.45,High Margin,High Profit
Second Class,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
First Class,United States,Illinois,Chicago,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Second Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Second Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
First Class,United States,Illinois,Chicago,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Virginia,Arlington,Chocolate,Gulf,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Second Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Second Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Second Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Second Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92,2.11,High Margin,Loss Making
Standard Class,United States,Virginia,Arlington,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,45,12,29.4,15.6,65.33,2.45,High Margin,High Profit
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Other,Pacific,Lickable Wallpaper,60,3,30,30,50,10,High Margin,High Profit
Second Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33,2.45,High Margin,High Profit
Standard Class,United States,Colorado,Aurora,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33,2.45,High Margin,High Profit
Standard Class,United States,Colorado,Aurora,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
Standard Class,United States,Colorado,Aurora,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Second Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Second Class,United States,Massachusetts,Cambridge,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18,5,12,6,66.67,2.4,High Margin,High Profit
Standard Class,United States,Illinois,Quincy,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
Standard Class,United States,Colorado,Aurora,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Illinois,Quincy,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
First Class,United States,Oregon,Portland,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Second Class,United States,Massachusetts,Cambridge,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
First Class,United States,Oregon,Hillsboro,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
Second Class,United States,Maryland,Rockville,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
Standard Class,United States,Connecticut,Middletown,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Standard Class,United States,North Carolina,Wilson,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,71.35,2.49,High Margin,High Profit
First Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.67,2.4,High Margin,High Profit
First Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
Standard Class,United States,New Jersey,Lakewood,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.67,2.4,High Margin,High Profit
Standard Class,United States,New Jersey,Lakewood,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33,2.45,High Margin,High Profit
Second Class,United States,Maryland,Rockville,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Second Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Milk Chocolate,45.5,14,29.54,15.96,64.92,2.11,High Margin,High Profit
Standard Class,United States,Colorado,Thornton,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,New Jersey,Lakewood,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
First Class,United States,Oregon,Hillsboro,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
First Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Second Class,United States,Ohio,Columbus,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Second Class,United States,Ohio,Columbus,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Standard Class,United States,Pennsylvania,Reading,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Second Class,United States,Ohio,Columbus,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Second Class,United States,Ohio,Columbus,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Second Class,United States,Georgia,Warner Robins,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Pennsylvania,Philadelphia,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Oregon,Portland,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
Standard Class,United States,Oregon,Portland,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Standard Class,United States,Virginia,Springfield,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Virginia,Springfield,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13,4,8.44,4.56,64.92,2.11,High Margin,Low Profit
Second Class,United States,Delaware,Wilmington,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Standard Class,United States,Ohio,Columbus,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,65.33,2.45,High Margin,High Profit
First Class,United States,Ohio,Cincinnati,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Standard Class,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
Standard Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Second Class,United States,Michigan,Ann Arbor,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Florida,Miami,Chocolate,Gulf,Wonka Bar - Milk Chocolate,26,8,16.88,9.12,64.92,2.11,High Margin,High Profit
Standard Class,United States,Florida,Miami,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Florida,Miami,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
Second Class,United States,Michigan,Ann Arbor,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92,2.11,High Margin,High Profit
Second Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,65.33,2.45,High Margin,High Profit
Standard Class,United States,Virginia,Springfield,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Second Class,United States,Michigan,Ann Arbor,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5,71.35,2.49,High Margin,High Profit
Second Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Second Class,United States,Michigan,Ann Arbor,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3,71.35,2.49,High Margin,Low Profit
First Class,United States,California,Santa Barbara,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Standard Class,United States,Illinois,Chicago,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
First Class,United States,California,Santa Barbara,Other,Pacific,Wonka Gum,3.75,3,1.95,1.8,52,0.65,High Margin,Loss Making
First Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33,2.45,High Margin,High Profit
Standard Class,United States,Florida,Jacksonville,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33,2.45,High Margin,High Profit
Standard Class,United States,Florida,Fort Lauderdale,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5,69.44,2.5,High Margin,High Profit
Standard Class,United States,Florida,Fort Lauderdale,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Second Class,United States,New York,Rochester,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
First Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
First Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2,65.33,2.45,High Margin,High Profit
Second Class,United States,New York,Rochester,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67,2.4,High Margin,Loss Making
First Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Second Class,United States,Indiana,Noblesville,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
First Class,United States,New York,New York City,Other,Atlantic,Wonka Gum,10,8,5.2,4.8,52,0.65,High Margin,Low Profit
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2,71.35,2.49,High Margin,Low Profit
First Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33,2.45,High Margin,High Profit
Second Class,United States,Indiana,Noblesville,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
Second Class,United States,Indiana,Noblesville,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Kentucky,Louisville,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Kentucky,Louisville,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33,2.45,High Margin,High Profit
Same Day,United States,Texas,Amarillo,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33,2.45,High Margin,High Profit
Same Day,United States,Michigan,Mount Pleasant,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Same Day,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,69.44,2.5,High Margin,High Profit
Standard Class,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,36,10,25,11,69.44,2.5,High Margin,High Profit
Standard Class,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92,2.11,High Margin,Loss Making
Same Day,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
Standard Class,United States,Illinois,Orland Park,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33,2.45,High Margin,High Profit
Same Day,United States,Texas,Amarillo,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Second Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92,2.11,High Margin,Low Profit
Same Day,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Texas,Mcallen,Chocolate,Interior,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92,2.11,High Margin,High Profit
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,Texas,Mcallen,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67,2.4,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33,2.45,High Margin,High Profit
Second Class,United States,Texas,Dallas,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
Standard Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,21.6,6,15,6.6,69.44,2.5,High Margin,High Profit
First Class,United States,New Hampshire,Concord,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Michigan,Detroit,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92,2.11,High Margin,High Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92,2.11,High Margin,High Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44,2.5,High Margin,High Profit
Standard Class,United States,California,Los Angeles,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
First Class,United States,New York,New York City,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92,2.11,High Margin,Low Profit
Standard Class,United States,California,San Francisco,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Standard Class,United States,Illinois,Bloomington,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4,71.35,2.49,High Margin,High Profit
Second Class,United States,Florida,Hollywood,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33,2.45,High Margin,Loss Making
Second Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33,2.45,High Margin,Low Profit
Second Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1,71.35,2.49,High Margin,Loss Making
Second Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44,2.5,High Margin,High Profit
Same Day,United States,Florida,Lakeland,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Standard Class,United States,Texas,Lubbock,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
Standard Class,United States,Washington,Seattle,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44,2.5,High Margin,Loss Making
Second Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4,69.44,2.5,High Margin,High Profit
Standard Class,United States,Texas,Lubbock,Chocolate,Interior,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,66.67,2.4,High Margin,High Profit
First Class,United States,Texas,Houston,Chocolate,Interior,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.67,2.4,High Margin,High Profit
Second Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2,69.44,2.5,High Margin,Low Profit
Second Class,United States,California,San Diego,Chocolate,Pacific,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,66.67,2.4,High Margin,High Profit
Standard Class,United States,Texas,Lubbock,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67,2.4,High Margin,Low Profit
